,YEAR,DAY_OF_WEEK,DAY_OF_WEEK_STR,FL_DATE,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_Name,ORIGIN_IATA,ORIGIN_ICAO,ORIGIN_CITY_MARKET_ID,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_Latitude,ORIGIN_Longitude,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_Name,DEST_IATA,DEST_ICAO,DEST_CITY_MARKET_ID,DEST_CITY_NAME,DEST_STATE_ABR,DEST_Latitude,DEST_Longitude,ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,ARR_DEL15,DEP_DELAY,DEP_DELAY_NEW,DEP_DEL15,ORIGIN_STATION,ORIGIN_DATE,ORIGIN_AWND,ORIGIN_PGTM,ORIGIN_PRCP,ORIGIN_SNOW,ORIGIN_SNWD,ORIGIN_TAVG,ORIGIN_TMAX,ORIGIN_TMIN,ORIGIN_WDF2,ORIGIN_WDF5,ORIGIN_WSF2,ORIGIN_WSF5,ORIGIN_WT01,ORIGIN_WT02,ORIGIN_WT03,ORIGIN_WT04,ORIGIN_WT05,ORIGIN_WT06,ORIGIN_WT07,ORIGIN_WT08,ORIGIN_WT09,ORIGIN_WESD,ORIGIN_WT10,ORIGIN_PSUN,ORIGIN_TSUN,ORIGIN_SN32,ORIGIN_SX32,ORIGIN_TOBS,ORIGIN_WT11,DEST_STATION,DEST_DATE,DEST_AWND,DEST_PGTM,DEST_PRCP,DEST_SNOW,DEST_SNWD,DEST_TAVG,DEST_TMAX,DEST_TMIN,DEST_WDF2,DEST_WDF5,DEST_WSF2,DEST_WSF5,DEST_WT01,DEST_WT02,DEST_WT03,DEST_WT04,DEST_WT05,DEST_WT06,DEST_WT07,DEST_WT08,DEST_WT09,DEST_WESD,DEST_WT10,DEST_PSUN,DEST_TSUN,DEST_SN32,DEST_SX32,DEST_TOBS,DEST_WT11
67984,2019,5,Fri,2019-01-18 00:00:00 UTC,15304,1530402,Tampa International,TPA,KTPA,33195,"Tampa, FL",FL,27.97,-82.53,15016,1501606,St Louis Lambert International,STL,KSTL,31123,"St. Louis, MO",MO,38.74,-90.37,1010,-10,0,0,-2,0,0,USW00012842,2019-01-18 00:00:00 UTC,3.58,,0,0,0,59,72,50,250,260,8.9,12.1,,,,,,,,,,,,,,,,,,USW00013994,2019-01-18 00:00:00 UTC,10.07,,0.19,0,0,,37,34,110,110,23,29.1,1,,,,,,,,,,,,,,,,
295412,2019,2,Tue,2019-01-08 00:00:00 UTC,11618,1161802,Newark Liberty International,EWR,KEWR,31703,"Newark, NJ",NJ,40.69,-74.16,14869,1486903,Salt Lake City International,SLC,KSLC,34614,"Salt Lake City, UT",UT,40.78,-111.97,2134,13,13,0,18,18,1,USW00014734,2019-01-08 00:00:00 UTC,2.46,,0.15,0,0,37,44,34,270,280,15,19,1,,1,,,,,,,,,,,,,,,USW00024127,2019-01-08 00:00:00 UTC,2.68,,0,0,2,33,39,27,290,300,10.1,11,1,,,,,,,1,,,,,,,,,
10645,2019,2,Tue,2019-01-15 00:00:00 UTC,14107,1410702,Phoenix Sky Harbor International,PHX,KPHX,30466,"Phoenix, AZ",AZ,33.43,-112.01,14831,1483106,Norman Y. Mineta San Jose International,SJC,KSJC,32457,"San Jose, CA",CA,37.36,-121.92,1516,-11,0,0,-8,0,0,USW00023183,2019-01-15 00:00:00 UTC,5.82,,0.12,,,60,65,53,180,190,17,23,1,,,,,,,1,,,,,,,,,,USW00023293,2019-01-15 00:00:00 UTC,13.42,,0.21,,,,57,51,140,140,25.1,32,1,,,,,,,,,,,,,,,,
88610,2019,7,Sun,2019-01-13 00:00:00 UTC,14107,1410702,Phoenix Sky Harbor International,PHX,KPHX,30466,"Phoenix, AZ",AZ,33.43,-112.01,12892,1289208,Los Angeles International,LAX,KLAX,32575,"Los Angeles, CA",CA,33.94,-118.4,1015,-5,0,0,-5,0,0,USW00023183,2019-01-13 00:00:00 UTC,2.01,,0.01,,,55,63,47,280,290,10.1,12.1,1,,,,,,,,,,,,,,,,,USW00023174,2019-01-13 00:00:00 UTC,4.92,,0,,,54,61,46,60,340,10.1,13,,,,,,,,,,,,,,,,,
188642,2019,5,Fri,2019-01-25 00:00:00 UTC,11278,1127805,Ronald Reagan Washington National,DCA,KDCA,30852,"Washington, DC",DC,38.85,-77.03,13871,1387102,Eppley Airfield,OMA,KOMA,33316,"Omaha, NE",NE,41.3,-95.89,1709,-26,0,0,-5,0,0,USW00093738,2019-01-25 00:00:00 UTC,8.28,,0,0,0,34,40,23,290,290,23,31.1,,,,,,,,,,,,,,,,,,USW00014935,2019-01-25 00:00:00 UTC,12.3,,0,0,0,21,40,7,320,300,21.9,32,,,,,,,,,,,,,,,,,
278286,2019,7,Sun,2019-01-20 00:00:00 UTC,12173,1217305,Daniel K Inouye International,HNL,PHNL,32134,"Honolulu, HI",HI,21.3,-157.9,14747,1474703,Seattle Tacoma International,SEA,KSEA,30559,"Seattle, WA",WA,47.44,-122.3,2205,9,9,0,-2,0,0,USW00023174,2019-01-20 00:00:00 UTC,9.17,,0,,,62,70,54,270,270,30,35.1,,,,,,,,,,,,,,,,,,USW00024233,2019-01-20 00:00:00 UTC,7.38,,0,0,0,44,47,38,350,350,16.1,21,,,,,,,,,,,,,,,,,
306978,2019,5,Fri,2019-01-25 00:00:00 UTC,11953,1195302,Gainesville Regional,GNV,KGNV,31953,"Gainesville, FL",FL,29.69,-82.27,10397,1039707,Hartsfield Jackson Atlanta International,ATL,KATL,30397,"Atlanta, GA",GA,33.63,-84.42,843,-9,0,0,-7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00013874,2019-01-25 00:00:00 UTC,10.07,,0,0,0,38,48,32,320,320,18.1,28,,,,,,,,,,,,,,,,,
296556,2019,3,Wed,2019-01-09 00:00:00 UTC,12953,1295304,La Guardia,LGA,KLGA,31703,"New York, NY",NY,40.77,-73.87,13204,1320402,Orlando International,MCO,KMCO,31454,"Orlando, FL",FL,28.42,-81.3,1129,17,17,1,-3,0,0,USW00014732,2019-01-09 00:00:00 UTC,20.8,,0.07,0,0,44,46,35,300,310,33.1,42.9,1,,,,,,,,,,,,,,,,,USW00012815,2019-01-09 00:00:00 UTC,8.95,,0,0,0,65,73,53,320,320,17,21,,,,,,,,,,,,,,,,,
458255,2019,6,Sat,2019-01-12 00:00:00 UTC,11292,1129202,Denver International,DEN,KDEN,30325,"Denver, CO",CO,39.86,-104.67,11298,1129806,Dallas Fort Worth International,DFW,KDFW,30194,"Dallas/Fort Worth, TX",TX,32.89,-97.03,2236,-21,0,0,-11,0,0,USW00003017,2019-01-12 00:00:00 UTC,6.71,,0.03,0.3,1.2,32,35,17,350,350,17,21.9,1,,,,,,,,,,,,,,,,,USW00013961,2019-01-12 00:00:00 UTC,14.54,,0,,,,54,40,290,320,23.9,34,,,,,,,,,,,,,,,,,
304844,2019,4,Thu,2019-01-24 00:00:00 UTC,11292,1129202,Denver International,DEN,KDEN,30325,"Denver, CO",CO,39.86,-104.67,11433,1143302,Detroit Metropolitan Wayne County,DTW,KDTW,31295,"Detroit, MI",MI,42.21,-83.35,1728,27,27,1,11,11,0,USW00003017,2019-01-24 00:00:00 UTC,10.07,,0.11,1,0,25,29,12,20,10,23.9,31.1,1,1,,,,,,1,,,,,,,,,,USW00094847,2019-01-24 00:00:00 UTC,13.65,,0,0.1,1.2,30,31,23,240,250,23,30,,,,,,,,,,,,,,,,,
25559,2019,6,Sat,2019-01-26 00:00:00 UTC,11057,1105703,Charlotte Douglas International,CLT,KCLT,31057,"Charlotte, NC",NC,35.21,-80.94,11278,1127805,Ronald Reagan Washington National,DCA,KDCA,30852,"Washington, DC",VA,38.85,-77.03,1934,-27,0,0,-5,0,0,USW00013881,2019-01-26 00:00:00 UTC,4.03,,0,0,0,37,50,21,200,270,10.1,13,,,,,,,,,,,,,,,,,,USW00093738,2019-01-26 00:00:00 UTC,2.24,,0,0,0,28,39,17,180,160,8.9,13,,,,,,,,,,,,,,,,,
244294,2019,3,Wed,2019-01-23 00:00:00 UTC,14771,1477104,San Francisco International,SFO,KSFO,32457,"San Francisco, CA",CA,37.61,-122.37,13388,1338801,Mammoth Yosemite,MMH,KMMH,33388,"Mammoth Lakes, CA",CA,37.6,-118.8,1018,-5,0,0,-1,0,0,USW00023234,2019-01-23 00:00:00 UTC,3.8,,0,,,52,60,45,330,320,12.1,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333290,2019,4,Thu,2019-01-24 00:00:00 UTC,14107,1410702,Phoenix Sky Harbor International,PHX,KPHX,30466,"Phoenix, AZ",AZ,33.43,-112.01,11042,1104205,Cleveland Hopkins International,CLE,KCLE,30647,"Cleveland, OH",OH,41.41,-81.84,1545,-20,0,0,-8,0,0,USW00023183,2019-01-24 00:00:00 UTC,3.58,,0,,,52,69,39,290,260,12.1,16.1,,,,,,,,,,,,,,,,,,USW00014820,2019-01-24 00:00:00 UTC,12.75,,0.15,0.9,1.2,33,37,25,250,250,29.1,36.9,1,,,1,,,,1,,,,,,,,,
420973,2019,2,Tue,2019-01-08 00:00:00 UTC,14893,1489302,Sacramento International,SMF,KSMF,33192,"Sacramento, CA",CA,38.69,-121.59,14679,1467903,San Diego International,SAN,KSAN,33570,"San Diego, CA",CA,32.7,-117.1,1829,-1,0,0,8,8,0,USW00093225,2019-01-08 00:00:00 UTC,5.14,2356,0.05,,,,57,44,160,160,16.1,21.9,,,,,,,,,,,,,,,,,,USW00023188,2019-01-08 00:00:00 UTC,3.36,,0,,,59,70,50,200,190,10.1,13,,,,,,,,,,,,,,,,,
1630,2019,1,Mon,2019-01-28 00:00:00 UTC,12264,1226402,Washington Dulles International,IAD,KIAD,30852,"Washington, DC",DC,38.94,-77.45,12478,1247805,John F Kennedy International,JFK,KJFK,31703,"New York, NY",NY,40.63,-73.77,723,-2,0,0,-4,0,0,USW00093738,2019-01-28 00:00:00 UTC,6.93,,0,0,0,34,38,27,30,350,15,19,,,,,,,,,,,,,,,,,,USW00014732,2019-01-28 00:00:00 UTC,9.17,,0,0,0,33,39,25,340,330,19.9,23.9,,,,,,,,,,,,,,,,,
310368,2019,7,Sun,2019-01-27 00:00:00 UTC,15016,1501606,St Louis Lambert International,STL,KSTL,31123,"St. Louis, MO",MO,38.74,-90.37,10397,1039707,Hartsfield Jackson Atlanta International,ATL,KATL,30397,"Atlanta, GA",GA,33.63,-84.42,2133,-12,0,0,-7,0,0,USW00013994,2019-01-27 00:00:00 UTC,9.17,,0,0,0,,34,21,150,150,17,28,,,,,,,,,,0,,,,,,,,USW00013874,2019-01-27 00:00:00 UTC,2.01,,0,0,0,42,51,33,320,300,8.9,11,,,,,,,,,,,,,,,,,
576018,2019,4,Thu,2019-01-31 00:00:00 UTC,13930,1393007,Chicago O'Hare International,ORD,KORD,30977,"Chicago, IL",IL,41.97,-87.9,14771,1477104,San Francisco International,SFO,KSFO,32457,"San Francisco, CA",CA,37.61,-122.37,2316,153,153,1,119,119,1,USW00094846,2019-01-31 00:00:00 UTC,6.26,,0.05,0.8,7.9,-15,1,-21,260,240,13,19.9,1,,,,,,,1,,,,,,,,,,USW00023234,2019-01-31 00:00:00 UTC,5.37,,0.35,,,55,59,52,310,,10.1,,1,,,,,,,,,,,,,,,,
466717,2019,7,Sun,2019-01-20 00:00:00 UTC,11292,1129202,Denver International,DEN,KDEN,30325,"Denver, CO",CO,39.86,-104.67,11603,1160302,Mahlon Sweet Field,EUG,KEUG,31603,"Eugene, OR",OR,44.12,-123.21,1313,-14,0,0,10,10,0,USW00003017,2019-01-20 00:00:00 UTC,11.18,,0,0,0,41,55,33,50,50,21,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536802,2019,6,Sat,2019-01-26 00:00:00 UTC,11298,1129806,Dallas Fort Worth International,DFW,KDFW,30194,"Dallas/Fort Worth, TX",TX,32.89,-97.03,12278,1227805,Wichita Eisenhower National,ICT,KICT,30928,"Wichita, KS",KS,37.6,-97.4,1142,-10,0,0,-4,0,0,USW00013961,2019-01-26 00:00:00 UTC,3.58,,0,,,,57,34,310,330,8.9,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309824,2019,6,Sat,2019-01-26 00:00:00 UTC,12478,1247805,John F Kennedy International,JFK,KJFK,31703,"New York, NY",NY,40.63,-73.77,10397,1039707,Hartsfield Jackson Atlanta International,ATL,KATL,30397,"Atlanta, GA",GA,33.63,-84.42,1722,-21,0,0,-3,0,0,USW00014732,2019-01-26 00:00:00 UTC,9.4,,0,0,0,30,35,25,270,270,18.1,25.1,,,,,,,,,,,,,,,,,,USW00013874,2019-01-26 00:00:00 UTC,5.82,,0,0,0,38,52,28,330,340,17,21.9,,,,,,,,,,,,,,,,,
285245,2019,2,Tue,2019-01-15 00:00:00 UTC,11433,1143302,Detroit Metropolitan Wayne County,DTW,KDTW,31295,"Detroit, MI",MI,42.21,-83.35,13930,1393007,Chicago O'Hare International,ORD,KORD,30977,"Chicago, IL",IL,41.97,-87.9,1025,-4,0,0,-3,0,0,USW00094847,2019-01-15 00:00:00 UTC,12.3,,0,0,0,26,28,25,220,220,25.1,30,1,,,,,1,,1,,,,,,,,,,USW00094846,2019-01-15 00:00:00 UTC,11.18,,0,0,1.2,26,32,24,220,220,21,31.1,1,,,,,1,,,,,,,,,,,
158999,2019,1,Mon,2019-01-21 00:00:00 UTC,13204,1320402,Orlando International,MCO,KMCO,31454,"Orlando, FL",FL,28.42,-81.3,12391,1239103,Long Island Mac Arthur,ISP,KISP,31703,"Islip, NY",NY,40.79,-73.1,1640,25,25,1,18,18,1,USW00012815,2019-01-21 00:00:00 UTC,10.29,,0,0,0,48,62,38,30,40,18.1,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10337,2019,2,Tue,2019-01-22 00:00:00 UTC,14107,1410702,Phoenix Sky Harbor International,PHX,KPHX,30466,"Phoenix, AZ",AZ,33.43,-112.01,10397,1039707,Hartsfield Jackson Atlanta International,ATL,KATL,30397,"Atlanta, GA",GA,33.63,-84.42,1902,1,1,0,0,0,0,USW00023183,2019-01-22 00:00:00 UTC,5.59,,0,,,53,64,43,230,350,14.1,17,,,,,,,,,,,,,,,,,,USW00013874,2019-01-22 00:00:00 UTC,12.3,,0,0,0,37,45,30,80,90,19.9,23.9,,,,,,,,,,,,,,,,,
258677,2019,3,Wed,2019-01-09 00:00:00 UTC,14683,1468305,San Antonio International,SAT,KSAT,33214,"San Antonio, TX",TX,29.53,-98.46,11292,1129202,Denver International,DEN,KDEN,30325,"Denver, CO",CO,39.86,-104.67,1811,-9,0,0,-3,0,0,USW00012921,2019-01-09 00:00:00 UTC,10.07,,0,0,0,59,64,49,50,20,18.1,25.1,,,,,,,,,,,,,,,,,,USW00003017,2019-01-09 00:00:00 UTC,4.92,,0,0,0,33,50,23,230,230,12.1,13,,,,,,,,,,,,,,,,,
116946,2019,3,Wed,2019-01-16 00:00:00 UTC,13930,1393007,Chicago O'Hare International,ORD,KORD,30977,"Chicago, IL",IL,41.97,-87.9,14831,1483106,Norman Y. Mineta San Jose International,SJC,KSJC,32457,"San Jose, CA",CA,37.36,-121.92,2126,58,58,1,38,38,1,USW00094846,2019-01-16 00:00:00 UTC,9.4,,0,0,1.2,31,34,28,30,40,16.1,21,,,,,,1,,,,,,,,,,,,USW00023293,2019-01-16 00:00:00 UTC,17.45,,1.02,,,,61,54,150,150,32,44.1,1,,,,,,,,,,,,,,,,
118340,2019,4,Thu,2019-01-17 00:00:00 UTC,11298,1129806,Dallas Fort Worth International,DFW,KDFW,30194,"Dallas/Fort Worth, TX",TX,32.89,-97.03,10423,1042302,Austin Bergstrom International,AUS,KAUS,30423,"Austin, TX",TX,30.1,-97.6,2344,-4,0,0,-6,0,0,USW00013961,2019-01-17 00:00:00 UTC,8.05,,0,,,,56,40,300,300,23,31.1,,,,,,,,,,,,,,,,,,USW00013904,2019-01-17 00:00:00 UTC,4.25,,0,0,0,62,78,47,180,230,12.1,14.1,1,,,,,,,,,,,,,,,,
12569,2019,2,Tue,2019-01-08 00:00:00 UTC,12889,1288903,McCarran International,LAS,KLAS,32211,"Las Vegas, NV",NV,36.08,-115.15,11057,1105703,Charlotte Douglas International,CLT,KCLT,31057,"Charlotte, NC",NC,35.21,-80.94,549,-26,0,0,-6,0,0,USW00023169,2019-01-08 00:00:00 UTC,2.01,,0,0,0,50,58,44,70,40,6.9,10.1,,,,,,,,,,,,,,,,,,USW00013881,2019-01-08 00:00:00 UTC,8.95,,0,0,0,56,67,50,230,230,19.9,25.9,1,,,,,,,,,,,,,,,,
558615,2019,4,Thu,2019-01-03 00:00:00 UTC,14122,1412202,Pittsburgh International,PIT,KPIT,30198,"Pittsburgh, PA",PA,40.49,-80.23,13303,1330303,Miami International,MIA,KMIA,32467,"Miami, FL",FL,25.79,-80.29,940,-15,0,0,-4,0,0,USW00014762,2019-01-03 00:00:00 UTC,9.17,54,0,,,,41,30,250,240,21.9,31.1,,,,,,,,,,,,,,,,,,USW00012839,2019-01-03 00:00:00 UTC,8.5,,0,,,77,83,73,130,160,18.1,25.9,,,,,,,,,,,,,,,,,
518576,2019,5,Fri,2019-01-04 00:00:00 UTC,11433,1143302,Detroit Metropolitan Wayne County,DTW,KDTW,31295,"Detroit, MI",MI,42.21,-83.35,11697,1169706,Fort Lauderdale Hollywood International,FLL,KFLL,32467,"Fort Lauderdale, FL",FL,26.07,-80.15,1728,6,6,0,0,0,0,USW00094847,2019-01-04 00:00:00 UTC,8.05,,0,0,0,36,50,30,200,240,16.1,19,,,,,,,,1,,,,,,,,,,USW00012849,2019-01-04 00:00:00 UTC,8.28,,0,,,78,84,73,200,220,19.9,25.9,,,,,,,,,,,,,,,,,
167819,2019,3,Wed,2019-01-30 00:00:00 UTC,12892,1289208,Los Angeles International,LAX,KLAX,32575,"Los Angeles, CA",CA,33.94,-118.4,13495,1349505,Louis Armstrong New Orleans International,MSY,KMSY,33495,"New Orleans, LA",LA,29.99,-90.25,2336,-19,0,0,-4,0,0,USW00023174,2019-01-30 00:00:00 UTC,4.7,,0,,,59,64,55,260,260,16.1,19,1,,,,,,,1,,,,,,,,,,USW00012916,2019-01-30 00:00:00 UTC,7.38,,0,,,44,53,40,60,60,14.1,17,,,,,,,,,,,,,,,,,
403017,2019,6,Sat,2019-01-05 00:00:00 UTC,14893,1489302,Sacramento International,SMF,KSMF,33192,"Sacramento, CA",CA,38.69,-121.59,14107,1410702,Phoenix Sky Harbor International,PHX,KPHX,30466,"Phoenix, AZ",AZ,33.43,-112.01,1721,21,21,1,19,19,1,USW00093225,2019-01-05 00:00:00 UTC,12.75,1427,0.2,,,,52,33,140,140,33.1,45,1,,,,,,,1,,,,,,,,,,USW00023183,2019-01-05 00:00:00 UTC,6.04,,0.07,,,54,67,45,160,160,15,21.9,1,,,,,,,,,,,,,,,,
235626,2019,3,Wed,2019-01-30 00:00:00 UTC,11292,1129202,Denver International,DEN,KDEN,30325,"Denver, CO",CO,39.86,-104.67,14689,1468902,Santa Barbara Municipal,SBA,KSBA,34689,"Santa Barbara, CA",CA,34.42,-119.83,2049,-8,0,0,-7,0,0,USW00003017,2019-01-30 00:00:00 UTC,9.4,,0,0,0,24,48,9,300,300,16.1,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7043,2019,5,Fri,2019-01-18 00:00:00 UTC,11433,1143302,Detroit Metropolitan Wayne County,DTW,KDTW,31295,"Detroit, MI",MI,42.21,-83.35,11612,1161206,Evansville Regional,EVV,KEVV,31612,"Evansville, IN",IN,38.03,-87.53,1621,-17,0,0,-5,0,0,USW00094847,2019-01-18 00:00:00 UTC,8.05,,0,0,0,31,32,27,290,280,15,21,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198139,2019,3,Wed,2019-01-30 00:00:00 UTC,11057,1105703,Charlotte Douglas International,CLT,KCLT,31057,"Charlotte, NC",NC,35.21,-80.94,10994,1099402,Charleston Air Force Base International,CHS,KCHS,30994,"Charleston, SC",SC,32.89,-80.04,1043,-6,0,0,-1,0,0,USW00013881,2019-01-30 00:00:00 UTC,7.38,,0,0,0,33,47,21,220,260,19.9,29.1,,,,,,,,,,,,,,,,,,USW00013880,2019-01-30 00:00:00 UTC,7.83,,0,0,0,,47,27,300,310,16.1,21,,,,,,,,,,,,,,TRUE,TRUE,,
312071,2019,2,Tue,2019-01-01 00:00:00 UTC,14107,1410702,Phoenix Sky Harbor International,PHX,KPHX,30466,"Phoenix, AZ",AZ,33.43,-112.01,13502,1350202,Montrose Regional,MTJ,KMTJ,33502,"Montrose/Delta, CO",CO,38.5,-107.89,1155,45,45,1,-5,0,0,USW00023183,2019-01-01 00:00:00 UTC,3.58,,0,,,43,51,38,10,10,12.1,18.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54318,2019,3,Wed,2019-01-30 00:00:00 UTC,11298,1129806,Dallas Fort Worth International,DFW,KDFW,30194,"Dallas/Fort Worth, TX",TX,32.89,-97.03,10136,1013603,Abilene Regional,ABI,KABI,30136,"Abilene, TX",TX,32.41,-99.68,1957,-13,0,0,-4,0,0,USW00013961,2019-01-30 00:00:00 UTC,8.05,,0,,,,51,33,150,190,16.1,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50161,2019,2,Tue,2019-01-08 00:00:00 UTC,11995,1199502,Piedmont Triad International,GSO,KGSO,31995,"Greensboro/High Point, NC",NC,36,-79.9,11057,1105703,Charlotte Douglas International,CLT,KCLT,31057,"Charlotte, NC",NC,35.21,-80.94,1343,78,78,1,95,95,1,USW00013723,2019-01-08 00:00:00 UTC,9.4,,0,0,0,50,65,44,240,230,21.9,25.9,1,,,,,,,,,,,,,,,,,USW00013881,2019-01-08 00:00:00 UTC,8.95,,0,0,0,56,67,50,230,230,19.9,25.9,1,,,,,,,,,,,,,,,,
289209,2019,4,Thu,2019-01-17 00:00:00 UTC,10397,1039707,Hartsfield Jackson Atlanta International,ATL,KATL,30397,"Atlanta, GA",GA,33.63,-84.42,12945,1294503,Blue Grass,LEX,KLEX,32945,"Lexington, KY",KY,38.03,-84.6,2,5,5,0,-1,0,0,USW00013874,2019-01-17 00:00:00 UTC,4.03,,0.1,0,0,42,50,35,180,180,8.9,13,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526999,2019,1,Mon,2019-01-21 00:00:00 UTC,14635,1463502,Southwest Florida International,RSW,KRSW,31714,"Fort Myers, FL",FL,26.53,-81.75,11433,1143302,Detroit Metropolitan Wayne County,DTW,KDTW,31295,"Detroit, MI",MI,42.21,-83.35,2110,6,6,0,-7,0,0,USW00012894,2019-01-21 00:00:00 UTC,6.71,,0,0,0,,65,40,30,90,13,16.1,,,,,,,,,,,,,,,,,,USW00094847,2019-01-21 00:00:00 UTC,6.93,,0,0,5.1,2,15,-7,320,320,15,19,,,,,,,,,,,,,,,,,
392777,2019,5,Fri,2019-01-11 00:00:00 UTC,14893,1489302,Sacramento International,SMF,KSMF,33192,"Sacramento, CA",CA,38.69,-121.59,12892,1289208,Los Angeles International,LAX,KLAX,32575,"Los Angeles, CA",CA,33.94,-118.4,2302,-3,0,0,-3,0,0,USW00093225,2019-01-11 00:00:00 UTC,5.82,1630,0,,,,56,44,340,340,14.1,16.1,,,,,,,,,,,,,,,,,,USW00023174,2019-01-11 00:00:00 UTC,6.71,,0,,,56,65,51,110,150,12.1,14.1,1,,,,,,,1,,,,,,,,,
151423,2019,1,Mon,2019-01-28 00:00:00 UTC,13198,1319801,Kansas City International,MCI,KMCI,33198,"Kansas City, MO",MO,39.29,-94.71,14107,1410702,Phoenix Sky Harbor International,PHX,KPHX,30466,"Phoenix, AZ",AZ,33.43,-112.01,1202,-3,0,0,10,10,0,USW00003947,2019-01-28 00:00:00 UTC,18.34,,0.04,0,0,34,44,14,310,310,38,63.1,,,,,,,,,,,,,,,,,,USW00023183,2019-01-28 00:00:00 UTC,3.58,,0,,,58,72,47,110,130,10.1,13,,,,,,,,,,,,,,,,,
410814,2019,1,Mon,2019-01-14 00:00:00 UTC,12892,1289208,Los Angeles International,LAX,KLAX,32575,"Los Angeles, CA",CA,33.94,-118.4,14771,1477104,San Francisco International,SFO,KSFO,32457,"San Francisco, CA",CA,37.61,-122.37,1523,33,33,1,26,26,1,USW00023174,2019-01-14 00:00:00 UTC,8.5,,1.08,,,55,57,51,60,60,23,28,1,,,,,,,,,,,,,,,,,USW00023234,2019-01-14 00:00:00 UTC,5.37,,0,,,54,57,48,160,170,19.9,28,,,,,,,,,,,,,,,,,
238371,2019,7,Sun,2019-01-13 00:00:00 UTC,11996,1199603,Greenville Spartanburg International,GSP,KGSP,31871,"Greer, SC",SC,34.89,-82.21,12953,1295304,La Guardia,LGA,KLGA,31703,"New York, NY",NY,40.77,-73.87,1347,-21,0,0,0,0,0,USW00013886,2019-01-13 00:00:00 UTC,5.37,28,0.25,,,,42,34,50,30,19.9,25.9,,,,,,,,,,,,,,,,,,USW00014732,2019-01-13 00:00:00 UTC,11.41,,0,0,0,30,33,25,60,50,23,31.1,,,,,,,,,,,,,,,,,
302862,2019,1,Mon,2019-01-14 00:00:00 UTC,10397,1039707,Hartsfield Jackson Atlanta International,ATL,KATL,30397,"Atlanta, GA",GA,33.63,-84.42,13303,1330303,Miami International,MIA,KMIA,32467,"Miami, FL",FL,25.79,-80.29,914,-5,0,0,0,0,0,USW00013874,2019-01-14 00:00:00 UTC,11.63,,0,0,0,45,47,39,330,330,17,23,,,,,,,,,,,,,,,,,,USW00012839,2019-01-14 00:00:00 UTC,5.14,,0,,,71,78,64,330,320,12.1,16.1,1,,,,,,,,,,,,,,,,
268922,2019,2,Tue,2019-01-08 00:00:00 UTC,14747,1474703,Seattle Tacoma International,SEA,KSEA,30559,"Seattle, WA",WA,47.44,-122.3,11630,1163002,Fairbanks International,FAI,PAFA,31517,"Fairbanks, AK",AK,64.81,-147.85,139,-36,0,0,-6,0,0,USW00024233,2019-01-08 00:00:00 UTC,10.51,,0.15,0,0,41,49,36,110,130,21.9,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223947,2019,6,Sat,2019-01-05 00:00:00 UTC,10397,1039707,Hartsfield Jackson Atlanta International,ATL,KATL,30397,"Atlanta, GA",GA,33.63,-84.42,11042,1104205,Cleveland Hopkins International,CLE,KCLE,30647,"Cleveland, OH",OH,41.41,-81.84,1036,-12,0,0,-6,0,0,USW00013874,2019-01-05 00:00:00 UTC,13.42,,0,0,0,49,59,44,280,330,23.9,33.1,,,,,,,,,,,,,,,,,,USW00014820,2019-01-05 00:00:00 UTC,8.28,,0,0,0,37,48,28,270,230,16.1,21,1,,,,,,,1,,,,,,,,,
70199,2019,6,Sat,2019-01-19 00:00:00 UTC,14107,1410702,Phoenix Sky Harbor International,PHX,KPHX,30466,"Phoenix, AZ",AZ,33.43,-112.01,14730,1473003,Louisville International Standiford Field,SDF,KSDF,33044,"Louisville, KY",KY,38.17,-85.73,1539,-6,0,0,1,1,0,USW00023183,2019-01-19 00:00:00 UTC,3.8,,0,,,59,71,44,40,50,13,15,,,,,,,,,,,,,,,,,,USW00093821,2019-01-19 00:00:00 UTC,11.86,,0.88,1.1,0,42,48,25,350,340,31.1,40,1,,,,,,,1,,,,,,,,,
